id,width,height,file_name,timestamp,identity,date,year,split_closed,split_closed_random,split_open
1582,2000,1333,images/t078/fKYBeHVnsd.JPG,2014-06-26 08:54:37,t078,2014-06-26,2014,train,test,train
1583,2000,1333,images/t078/iXBUUFUwcH.JPG,2014-06-26 08:53:05,t078,2014-06-26,2014,train,test,train
1584,2000,1333,images/t078/qtZzndjtSx.JPG,2014-07-19 13:43:39,t078,2014-07-19,2014,valid,test,train
1585,2000,1333,images/t079/HefFhTJHhv.JPG,2016-07-13 17:34:07,t079,2016-07-13,2016,test,test,train
1586,2000,1252,images/t079/IBXqFYXiJP.JPG,2014-06-28 15:25:40,t079,2014-06-28,2014,train,train,train
1587,2000,1333,images/t079/IEFuWHECMN.JPG,2016-07-02 16:55:50,t079,2016-07-02,2016,valid,test,train
1588,1661,1096,images/t079/JzxiyGRnGd.JPG,2016-07-13 17:34:30,t079,2016-07-13,2016,test,test,train
1589,2000,1333,images/t079/WNIumUCEXo.JPG,2016-07-02 16:56:14,t079,2016-07-02,2016,valid,test,train
1590,1999,2000,images/t079/YWYURZDqAJ.jpg,2014-06-28 15:24:51,t079,2014-06-28,2014,train,valid,train
1591,2000,1333,images/t079/ZzeuRzpVEb.JPG,2016-07-02 16:55:55,t079,2016-07-02,2016,valid,valid,train
1592,2000,1111,images/t079/cydriNXoFj.JPG,2016-07-13 17:34:23,t079,2016-07-13,2016,test,valid,train
1593,2000,1333,images/t079/czFuOGJbEF.JPG,2016-07-02 16:55:52,t079,2016-07-02,2016,valid,valid,train
1594,2000,1333,images/t079/fquNqwyfXK.jpg,2014-06-28 15:25:42,t079,2014-06-28,2014,train,train,train
1595,2000,1333,images/t079/qmgvNunIVz.JPG,2016-07-13 17:33:34,t079,2016-07-13,2016,test,valid,train
1596,2000,1333,images/t079/rrMjoxcpqB.JPG,2016-07-02 16:56:15,t079,2016-07-02,2016,valid,test,train
1597,2000,1333,images/t079/wrRZYnVkpv.JPG,2016-07-13 17:33:43,t079,2016-07-13,2016,test,valid,train
1598,2000,1333,images/t079/yNWRKoLOKf.JPG,2016-07-13 17:33:45,t079,2016-07-13,2016,test,train,train
1599,2000,1333,images/t079/zfqLnhZyZh.JPG,2016-07-02 16:55:53,t079,2016-07-02,2016,valid,test,train
1600,2000,1333,images/t080/BHfaybcCbL.jpg,2019-06-13 18:22:32,t080,2019-06-13,2019,test,test,valid
1601,1313,1262,images/t080/EBNVfZVhga.jpg,2014-06-28 15:35:33,t080,2014-06-28,2014,train,train,train
1602,2000,1333,images/t080/PDkAPpPcXR.jpg,2019-06-13 19:33:57,t080,2019-06-13,2019,test,train,valid
1603,2000,1333,images/t080/PYzEiNxIvO.jpg,2019-06-13 18:22:30,t080,2019-06-13,2019,test,test,valid
1604,2000,1333,images/t080/VnVIaHcqWo.jpg,2019-06-13 19:34:02,t080,2019-06-13,2019,test,test,valid
1605,2000,1333,images/t080/VxbPBNcEnb.jpg,2019-06-13 18:22:22,t080,2019-06-13,2019,test,test,valid
1606,2000,1333,images/t080/bXSSiLGimV.jpg,2019-06-13 18:22:33,t080,2019-06-13,2019,test,test,valid
1607,2000,966,images/t080/ckUfEiMnBh.jpg,2014-06-28 15:36:25,t080,2014-06-28,2014,train,test,train
1608,2000,1333,images/t080/oOKYLEsVTt.jpg,2019-06-13 18:22:27,t080,2019-06-13,2019,test,train,valid
1609,1784,1855,images/t080/tGOeQtWJjh.JPG,2014-06-28 15:34:22,t080,2014-06-28,2014,train,train,train
1610,2000,1333,images/t080/vtZrZZTYqy.jpg,2019-06-13 19:34:04,t080,2019-06-13,2019,test,test,valid
1611,2000,1333,images/t080/xhgIafFBoG.jpg,2014-06-28 15:33:51,t080,2014-06-28,2014,train,test,train
1612,2000,1333,images/t080/yeXfUCoQsp.jpg,2019-06-13 19:34:05,t080,2019-06-13,2019,test,test,valid
1613,2000,1333,images/t081/EWwTMSzABn.jpg,2014-07-13 13:41:36,t081,2014-07-13,2014,test,test,train
1614,2000,1258,images/t081/FiqQzYSVzB.jpg,2014-06-28 15:39:39,t081,2014-06-28,2014,train,train,train
1615,2000,1333,images/t081/GiDdmUmPrx.JPG,2014-07-13 13:37:01,t081,2014-07-13,2014,test,train,train
1616,2000,1333,images/t081/Izqsevhivn.JPG,2014-07-13 13:40:38,t081,2014-07-13,2014,test,test,train
1617,2000,1333,images/t081/TFnSRontyN.JPG,2014-06-28 15:39:28,t081,2014-06-28,2014,train,test,train
1618,2000,1333,images/t081/iEkQQoZjpW.jpg,2014-07-13 13:43:21,t081,2014-07-13,2014,test,test,train
1619,2000,1333,images/t082/FsHkMNbrFM.jpg,2014-08-04 16:27:25,t082,2014-08-04,2014,train,train,train
1620,2000,1333,images/t082/HHKuKUAJyr.jpg,2014-07-29 07:58:50,t082,2014-07-29,2014,train,train,train
1621,2000,1333,images/t082/NUYHXbkwsU.JPG,2014-08-04 16:27:24,t082,2014-08-04,2014,train,valid,train
1622,2000,1333,images/t082/NbFVPBghRM.jpg,2014-06-28 16:41:54,t082,2014-06-28,2014,train,train,train
1623,2000,1333,images/t082/hIUkClwTcZ.JPG,2014-07-29 08:01:25,t082,2014-07-29,2014,train,valid,train
1624,2000,1333,images/t082/mZwQSdPzvf.jpg,2014-07-29 08:05:18,t082,2014-07-29,2014,train,train,train
1625,2000,1333,images/t082/qWZrCSmGKD.jpg,2014-08-04 16:31:27,t082,2014-08-04,2014,train,valid,train
1626,2000,1333,images/t082/rMUniRDiTb.jpg,2014-06-28 16:39:14,t082,2014-06-28,2014,train,valid,train
1627,2000,1333,images/t082/xEtbukEcCr.jpg,2014-07-29 08:12:38,t082,2014-07-29,2014,train,valid,train
1628,2000,1333,images/t083/ShWFgPGiWD.JPG,2014-06-30 06:14:54,t083,2014-06-30,2014,train,train,train
1629,2000,1333,images/t083/WItMfDdUxj.JPG,2014-06-30 06:20:49,t083,2014-06-30,2014,train,train,train
1630,2000,1333,images/t083/mUAQjREprd.JPG,2014-06-30 06:19:52,t083,2014-06-30,2014,train,train,train
1631,2000,1333,images/t084/InWKEBVadm.JPG,2016-06-24 17:02:20,t084,2016-06-24,2016,valid,train,train
1632,2000,1333,images/t084/JdYAfMFzmi.JPG,2016-07-10 18:44:01,t084,2016-07-10,2016,test,valid,train
1633,2000,1333,images/t084/NQRbWeXiEX.JPG,2016-06-24 17:02:37,t084,2016-06-24,2016,valid,test,train
1634,2000,1333,images/t084/RSjgCsFQFO.JPG,2016-06-24 17:01:31,t084,2016-06-24,2016,valid,test,train
1635,2000,1333,images/t084/RWtEWnilue.JPG,2016-06-24 17:02:41,t084,2016-06-24,2016,valid,test,train
1636,2000,1333,images/t084/VpiWlqGMGm.JPG,2016-06-24 17:02:45,t084,2016-06-24,2016,valid,valid,train
1637,2000,1333,images/t084/WYtFQLqOuo.JPG,2016-06-24 17:02:42,t084,2016-06-24,2016,valid,valid,train
1638,2000,1333,images/t084/YmaSsHvWQr.JPG,2016-06-24 17:02:44,t084,2016-06-24,2016,valid,valid,train
1639,2000,1333,images/t084/afPUEOHtDo.JPG,2016-06-24 17:01:55,t084,2016-06-24,2016,valid,valid,train
1640,2000,1333,images/t084/bNNTxBsqPH.JPG,2016-07-10 18:45:48,t084,2016-07-10,2016,test,test,train
1641,2000,1333,images/t084/bSzTTrplwM.JPG,2016-06-24 17:02:45,t084,2016-06-24,2016,valid,valid,train
1642,2000,1333,images/t084/ecQtmPTTOp.JPG,2016-06-24 17:01:54,t084,2016-06-24,2016,valid,valid,train
1643,1333,2000,images/t084/gWGpGLBJfx.jpg,2016-07-10 18:46:26,t084,2016-07-10,2016,test,valid,train
1644,2000,1333,images/t084/hHDhXMmvmD.jpg,2014-06-30 06:39:48,t084,2014-06-30,2014,train,test,train
1645,2000,1333,images/t084/hPNtxCpuRO.JPG,2016-07-10 18:44:37,t084,2016-07-10,2016,test,valid,train
1646,2000,1333,images/t084/iGgqnQZHsM.JPG,2016-07-10 18:45:02,t084,2016-07-10,2016,test,valid,train
1647,2000,1333,images/t084/kvVwKHoucH.JPG,2016-07-10 18:46:37,t084,2016-07-10,2016,test,test,train
1648,2000,1333,images/t084/oDAmeVrncZ.JPG,2016-07-10 18:47:22,t084,2016-07-10,2016,test,test,train
1649,2000,1333,images/t084/ozDYIoOAIT.JPG,2016-06-24 17:02:41,t084,2016-06-24,2016,valid,test,train
1650,2000,1333,images/t084/qharPaKXhL.JPG,2016-06-24 17:01:58,t084,2016-06-24,2016,valid,test,train
1651,2000,1333,images/t084/sELAjQEfYs.JPG,2016-07-10 18:46:21,t084,2016-07-10,2016,test,valid,train
1652,2000,1333,images/t084/xjtSFnSsrz.JPG,2016-07-10 18:44:39,t084,2016-07-10,2016,test,valid,train
1653,2000,1333,images/t085/AikEMNkqJh.jpeg,2021-06-25 19:08:53,t085,2021-06-25,2021,test,test,test
1654,2000,1333,images/t085/DXWGNXyURg.jpeg,2021-06-25 19:08:52,t085,2021-06-25,2021,test,train,test
1655,2000,1333,images/t085/EfEdSNNFvs.jpeg,2021-06-23 18:23:17,t085,2021-06-23,2021,valid,valid,test
1656,2000,1333,images/t085/HjZWqwtShQ.jpeg,2021-06-25 19:09:00,t085,2021-06-25,2021,test,train,test
1657,2000,1333,images/t085/HkTTjxqOdb.jpeg,2021-06-25 18:08:59,t085,2021-06-25,2021,test,valid,test
1658,2000,1333,images/t085/HtJTPPbQjO.JPG,2014-06-30 06:50:13,t085,2014-06-30,2014,train,test,train
1659,1333,2000,images/t085/QSbHtOszyb.jpeg,2021-06-23 18:22:58,t085,2021-06-23,2021,valid,test,test
1660,2000,1333,images/t085/RKYeghQYEw.jpg,2014-06-30 06:48:39,t085,2014-06-30,2014,train,train,train
1661,2000,1333,images/t085/UDkdciyxex.jpeg,2021-06-25 19:08:50,t085,2021-06-25,2021,test,test,test
1662,2000,1333,images/t085/UdxOkPdORJ.jpeg,2021-06-23 18:23:20,t085,2021-06-23,2021,valid,valid,test
1663,2000,1333,images/t085/VNLKOMfQuB.JPG,2014-06-30 06:48:39,t085,2014-06-30,2014,train,train,train
1664,2000,1333,images/t085/VdgPBsdPQz.jpg,2014-06-30 06:50:19,t085,2014-06-30,2014,train,valid,train
1665,2000,1333,images/t085/WGOFjxcIzd.jpeg,2021-06-23 18:23:08,t085,2021-06-23,2021,valid,valid,test
1666,2000,1333,images/t085/glyOKZzaXM.jpeg,2021-06-23 18:23:19,t085,2021-06-23,2021,valid,valid,test
1667,2000,1333,images/t085/kPrFlRvxMY.jpeg,2021-06-23 18:23:18,t085,2021-06-23,2021,valid,test,test
1668,2000,1333,images/t085/nrvZLgltsV.jpeg,2021-06-25 19:08:58,t085,2021-06-25,2021,test,test,test
1669,2000,1333,images/t085/vsiCIMQxWO.jpeg,2021-06-23 18:23:04,t085,2021-06-23,2021,valid,valid,test
1670,2000,1333,images/t085/yXUDwMOnol.jpeg,2021-06-23 18:23:22,t085,2021-06-23,2021,valid,valid,test
1671,2000,1333,images/t086/CdIiuJzTFa.jpg,2014-07-11 07:46:14,t086,2014-07-11,2014,train,valid,train
1672,2000,1333,images/t086/JUPZrOjuLX.JPG,2014-07-11 07:45:02,t086,2014-07-11,2014,train,train,train
1673,2000,1333,images/t086/LXDujTvPox.jpg,2019-06-12 18:42:16,t086,2019-06-12,2019,valid,valid,valid
1674,2000,1333,images/t086/NVUnquaiYO.jpg,2014-07-11 07:43:39,t086,2014-07-11,2014,train,valid,train
1675,2000,1333,images/t086/POGAwztGnl.jpg,2014-07-11 07:45:31,t086,2014-07-11,2014,train,test,train
1676,2000,1333,images/t086/eDRkOddhdI.jpg,2019-06-12 18:42:17,t086,2019-06-12,2019,valid,test,valid
1677,2000,1333,images/t086/fotSXDclew.jpg,2019-06-12 18:41:54,t086,2019-06-12,2019,valid,test,valid
1678,2000,1333,images/t086/gxAcdcjEkg.jpg,2019-06-12 18:42:11,t086,2019-06-12,2019,valid,test,valid
1679,2000,1333,images/t086/shrKdImIlc.jpg,2019-06-12 18:42:15,t086,2019-06-12,2019,valid,train,valid
1680,2000,1333,images/t086/xSNOGZLgOp.jpg,2019-06-12 18:42:06,t086,2019-06-12,2019,valid,test,valid
1681,2000,1333,images/t086/zbqzLmSeit.jpg,2019-06-12 18:42:14,t086,2019-06-12,2019,valid,train,valid
1682,2000,1333,images/t087/qBwoDxqhcm.JPG,2014-07-13 13:54:51,t087,2014-07-13,2014,train,train,train
1683,2000,1333,images/t087/qpSGtJXKQG.jpg,2014-07-13 13:54:14,t087,2014-07-13,2014,train,train,train
1684,2000,1333,images/t088/WAuKzhQaDr.jpg,2014-07-14 13:51:13,t088,2014-07-14,2014,train,train,train
1685,2000,1333,images/t088/cppLBCcNEp.jpg,2014-07-14 13:51:11,t088,2014-07-14,2014,train,train,train
1686,2000,1333,images/t089/PytSBiHroU.jpg,2014-07-14 13:56:15,t089,2014-07-14,2014,train,train,train
1687,2000,1333,images/t089/qHYJPHIIqf.jpg,2014-07-14 13:54:35,t089,2014-07-14,2014,train,train,train
1688,2000,1333,images/t090/CmYsZLxuYg.JPG,2020-06-21 17:35:57,t090,2020-06-21,2020,test,valid,test
1689,2000,1333,images/t090/CzeJgWjSyS.JPG,2020-06-21 17:35:55,t090,2020-06-21,2020,test,test,test
1690,2000,1333,images/t090/IAaZWPnkeX.jpg,2014-07-14 14:36:05,t090,2014-07-14,2014,train,test,train
1691,2000,1333,images/t090/PKCDvOFwue.jpg,2014-07-14 14:38:34,t090,2014-07-14,2014,train,valid,train
1692,2000,1333,images/t090/VzfbOzCEXL.JPG,2017-07-16 18:06:41,t090,2017-07-16,2017,valid,test,train
1693,2000,1333,images/t090/WOovilbFaE.JPG,2020-06-21 17:35:53,t090,2020-06-21,2020,test,valid,test
1694,2000,1333,images/t090/XJOAKQeNmB.JPG,2020-06-21 17:35:54,t090,2020-06-21,2020,test,test,test
1695,2000,1333,images/t090/XwprCtjAua.JPG,2017-07-16 18:06:17,t090,2017-07-16,2017,valid,valid,train
1696,2000,1333,images/t090/ckWXIjaiUr.JPG,2017-07-16 18:06:39,t090,2017-07-16,2017,valid,train,train
1697,2000,1333,images/t090/gQwwlKTbHe.JPG,2014-07-14 14:30:15,t090,2014-07-14,2014,train,train,train
1698,2000,1333,images/t090/ikxifGWXWw.JPG,2017-07-16 18:06:36,t090,2017-07-16,2017,valid,valid,train
1699,2000,1333,images/t090/izYEvSDrFc.jpg,2014-07-14 14:30:17,t090,2014-07-14,2014,train,test,train
1700,2000,1333,images/t090/lKudJobWGa.JPG,2017-07-16 18:06:08,t090,2017-07-16,2017,valid,train,train
1701,2000,1333,images/t090/lONqaVkiLe.JPG,2020-06-21 17:35:52,t090,2020-06-21,2020,test,test,test
1702,2000,1333,images/t090/nUzfaHlZcx.JPG,2020-06-21 17:35:58,t090,2020-06-21,2020,test,test,test
1703,2000,1333,images/t090/ptGZMdpgoc.JPG,2017-07-16 18:06:41,t090,2017-07-16,2017,valid,valid,train
1704,2000,1333,images/t090/pyDvTYecnY.JPG,2017-07-16 18:06:19,t090,2017-07-16,2017,valid,train,train
1705,2000,1333,images/t090/uwWtJgvBNM.JPG,2020-06-21 17:35:56,t090,2020-06-21,2020,test,test,test
1706,2000,1333,images/t090/wsxAPYCGsU.JPG,2020-06-21 17:35:56,t090,2020-06-21,2020,test,valid,test
1707,2000,1333,images/t091/ngkfAOslXj.JPG,2014-07-14 14:30:33,t091,2014-07-14,2014,train,train,train
1708,2000,1333,images/t091/urhwsvShoM.jpg,2014-07-14 14:31:31,t091,2014-07-14,2014,train,train,train
1709,2000,1333,images/t092/AvJAGJSlxZ.JPG,2018-06-22 17:22:53,t092,2018-06-22,2018,valid,valid,train
1710,2000,1036,images/t092/CgPpeJQPNo.JPG,2017-06-14 17:13:45,t092,2017-06-14,2017,train,train,train
1711,2000,1333,images/t092/EKwDUKtqlS.JPG,2018-06-22 17:22:51,t092,2018-06-22,2018,valid,test,train
1712,2000,1333,images/t092/FdwSKxceEL.JPG,2018-06-22 17:22:52,t092,2018-06-22,2018,valid,train,train
1713,2000,1333,images/t092/GhemOPMlIK.JPG,2018-06-23 16:46:03,t092,2018-06-23,2018,test,train,train
1714,2000,1333,images/t092/KPOkmotARH.JPG,2018-06-23 16:45:51,t092,2018-06-23,2018,test,train,train
1715,2000,1333,images/t092/KpsenMcCFy.jpg,2019-06-20 18:32:46,t092,2019-06-20,2019,test,test,valid
1716,2000,1333,images/t092/OatjOWQpJr.jpg,2019-06-20 18:33:56,t092,2019-06-20,2019,test,train,valid
1717,2000,1333,images/t092/QHMfmYgREw.JPG,2018-06-23 16:46:42,t092,2018-06-23,2018,test,test,train
1718,2000,1444,images/t092/SeDdjpPlGJ.JPG,2017-06-14 17:13:50,t092,2017-06-14,2017,train,train,train
1719,2000,843,images/t092/SwRgXCFPEk.JPG,2014-07-15 12:45:44,t092,2014-07-15,2014,train,test,train
1720,2000,1333,images/t092/TQHEOCKRtp.JPG,2018-06-22 17:22:18,t092,2018-06-22,2018,valid,train,train
1721,2000,1393,images/t092/VSqRDZCNxp.JPG,2017-06-14 17:12:22,t092,2017-06-14,2017,train,train,train
1722,2000,1333,images/t092/XstOWSXpJX.JPG,2017-07-14 17:43:37,t092,2017-07-14,2017,train,test,train
1723,2000,1333,images/t092/YYxrLUaxzW.JPG,2017-07-14 17:40:45,t092,2017-07-14,2017,train,valid,train
1724,2000,1333,images/t092/YgnavstANP.JPG,2018-06-23 16:46:08,t092,2018-06-23,2018,test,test,train
1725,2000,1322,images/t092/ZlFuDrWPVv.JPG,2014-07-15 12:50:00,t092,2014-07-15,2014,train,test,train
1726,2000,1403,images/t092/aExsSPouNa.JPG,2014-07-15 12:47:34,t092,2014-07-15,2014,train,test,train
1727,2000,1333,images/t092/bnCzJaZSuK.JPG,2018-06-23 16:46:04,t092,2018-06-23,2018,test,train,train
1728,2000,1444,images/t092/iPRyPKARXE.JPG,2017-06-14 17:12:45,t092,2017-06-14,2017,train,valid,train
1729,2000,1333,images/t092/jETTEoZxXf.jpg,2019-06-20 18:32:47,t092,2019-06-20,2019,test,test,valid
1730,2000,1431,images/t092/kIHwlKLlOB.JPG,2017-06-14 17:13:49,t092,2017-06-14,2017,train,test,train
1731,2000,1333,images/t092/mlnLNpNAbH.jpg,2014-07-15 12:44:45,t092,2014-07-15,2014,train,test,train
1732,2000,1333,images/t092/nhlPDoYGey.JPG,2017-07-14 17:41:38,t092,2017-07-14,2017,train,train,train
1733,2000,1333,images/t092/oQqZIclBzP.jpg,2019-06-20 18:33:17,t092,2019-06-20,2019,test,valid,valid
1734,2000,1333,images/t092/oRbVLKDrCI.jpg,2019-06-20 18:32:49,t092,2019-06-20,2019,test,test,valid
1735,2000,1333,images/t092/oqtmmlMSxJ.JPG,2017-07-14 17:43:36,t092,2017-07-14,2017,train,valid,train
1736,2000,1333,images/t092/pUBroGinPP.JPG,2018-06-22 17:22:16,t092,2018-06-22,2018,valid,train,train
1737,2000,1333,images/t092/pWXNmEySHs.jpg,2019-06-20 18:33:53,t092,2019-06-20,2019,test,train,valid
1738,2000,1333,images/t092/pgCTmFXLxw.JPG,2017-07-14 17:40:20,t092,2017-07-14,2017,train,train,train
1739,2000,1333,images/t092/rtGQztjMto.JPG,2018-06-22 17:22:55,t092,2018-06-22,2018,valid,test,train
1740,2000,1333,images/t092/svZlUDoXTo.JPG,2017-07-14 17:42:26,t092,2017-07-14,2017,train,valid,train
1741,2000,1333,images/t092/tKkSORYjqk.JPG,2018-06-23 16:46:04,t092,2018-06-23,2018,test,test,train
1742,2000,1333,images/t092/yAsCxLeHff.jpg,2019-06-20 18:33:18,t092,2019-06-20,2019,test,train,valid
1743,2000,1333,images/t092/yPOhOaXUVm.jpg,2019-06-20 18:32:44,t092,2019-06-20,2019,test,test,valid
1744,2000,1333,images/t092/ygHDkUzecB.jpg,2019-06-20 18:33:53,t092,2019-06-20,2019,test,train,valid
1745,2000,1333,images/t093/FYotYBhaQk.jpeg,2021-06-23 19:03:12,t093,2021-06-23,2021,test,test,test
1746,2000,1333,images/t093/FeAWTQbjTG.jpeg,2021-06-23 19:03:14,t093,2021-06-23,2021,test,test,test
1747,2000,1333,images/t093/FeOOxICeFw.jpeg,2021-06-23 19:02:58,t093,2021-06-23,2021,test,test,test
1748,2000,1333,images/t093/GacCnCUHYA.jpeg,2021-06-23 19:02:56,t093,2021-06-23,2021,test,test,test
1749,2000,1333,images/t093/IiIEXlbWDq.jpeg,2021-06-23 19:03:13,t093,2021-06-23,2021,test,test,test
1750,2000,1333,images/t093/KxsYYHIhdb.jpeg,2021-06-23 19:03:03,t093,2021-06-23,2021,test,train,test
1751,1948,1138,images/t093/OhntoAqNpk.JPG,2014-07-15 13:02:29,t093,2014-07-15,2014,train,train,train
1752,2000,1333,images/t093/WfQSEELHGT.jpeg,2021-06-23 19:02:59,t093,2021-06-23,2021,test,test,test
1753,2000,1333,images/t093/WiWspvkyVx.jpeg,2021-06-23 19:02:54,t093,2021-06-23,2021,test,test,test
1754,2000,1333,images/t093/jNpvSuabKA.jpeg,2021-06-23 18:47:50,t093,2021-06-23,2021,test,test,test
1755,2000,1333,images/t093/ouUIzCMKMF.jpg,2014-07-15 13:01:49,t093,2014-07-15,2014,train,test,train
1756,2000,1333,images/t093/qrDtyxdNOK.jpeg,2021-06-23 18:47:48,t093,2021-06-23,2021,test,test,test
1757,2000,1333,images/t093/vlRfzRiUcN.jpeg,2021-06-23 19:02:53,t093,2021-06-23,2021,test,test,test
1758,2000,1333,images/t094/AdQcaZIZlq.JPG,2016-06-30 17:34:30,t094,2016-06-30,2016,train,train,train
1759,2000,1333,images/t094/ByQuJlmuFR.JPG,2018-06-24 17:12:33,t094,2018-06-24,2018,train,train,train
1760,2000,1333,images/t094/CFmtaUPRaQ.JPG,2020-06-21 17:31:38,t094,2020-06-21,2020,valid,train,test
1761,2000,1333,images/t094/EvVaEblQmZ.JPG,2020-06-22 17:06:24,t094,2020-06-22,2020,test,valid,test
1762,2000,1333,images/t094/GtCYohaMlN.JPG,2020-06-21 17:30:03,t094,2020-06-21,2020,valid,test,test
1763,2000,1333,images/t094/HgUuYrzqeT.JPG,2016-07-01 18:13:07,t094,2016-07-01,2016,train,train,train
1764,2000,1333,images/t094/HqIxACGvQG.JPG,2018-06-24 17:12:38,t094,2018-06-24,2018,train,train,train
1765,2000,1333,images/t094/MaWraDBkAQ.JPG,2020-06-22 17:06:25,t094,2020-06-22,2020,test,test,test
1766,2000,1333,images/t094/OZhpfNcVHf.JPG,2016-06-30 17:34:22,t094,2016-06-30,2016,train,test,train
1767,2000,1333,images/t094/OyCTvafgVO.JPG,2016-07-01 18:12:09,t094,2016-07-01,2016,train,train,train
1768,2000,1333,images/t094/RXTEmeXWfk.JPG,2020-06-21 17:31:41,t094,2020-06-21,2020,valid,test,test
1769,2000,1333,images/t094/TXbgYXFbcm.JPG,2020-06-21 17:31:41,t094,2020-06-21,2020,valid,test,test
1770,2000,1333,images/t094/ThNHYKoeaA.JPG,2020-06-21 17:31:43,t094,2020-06-21,2020,valid,train,test
1771,2000,1333,images/t094/UKHOIJMwYs.JPG,2020-06-21 17:31:47,t094,2020-06-21,2020,valid,train,test
1772,2000,1333,images/t094/VCPHFkOhCr.JPG,2016-07-01 18:05:27,t094,2016-07-01,2016,train,train,train
1773,2000,1333,images/t094/VDUMbMyiBT.jpg,2014-07-15 13:14:09,t094,2014-07-15,2014,train,train,train
1774,2000,1333,images/t094/YRbAlqcjxY.JPG,2016-07-01 18:12:10,t094,2016-07-01,2016,train,test,train
1775,2000,1333,images/t094/aXYVbXnMDs.JPG,2016-06-30 17:33:19,t094,2016-06-30,2016,train,train,train
1776,2000,1333,images/t094/cGFYYKnMVR.JPG,2018-06-24 17:12:54,t094,2018-06-24,2018,train,train,train
1777,2000,1333,images/t094/eKTsJldQok.JPG,2020-06-21 17:31:42,t094,2020-06-21,2020,valid,valid,test
1778,2000,1333,images/t094/gXsmCLWdRU.JPG,2020-06-22 17:05:32,t094,2020-06-22,2020,test,valid,test
1779,2000,1333,images/t094/hBSeCMVZOk.JPG,2018-06-24 17:12:55,t094,2018-06-24,2018,train,train,train
1780,2000,1333,images/t094/hYFlbvsgDr.JPG,2020-06-22 17:06:28,t094,2020-06-22,2020,test,train,test
1781,2000,1333,images/t094/hYZafohLOd.JPG,2016-06-30 17:33:43,t094,2016-06-30,2016,train,train,train
1782,2000,1333,images/t094/hcxrhRcTsc.JPG,2016-07-01 18:05:06,t094,2016-07-01,2016,train,valid,train
1783,2000,1333,images/t094/kqKxdkYXtz.JPG,2020-06-21 17:31:36,t094,2020-06-21,2020,valid,test,test
1784,2000,1333,images/t094/lGHevQcExa.jpg,2014-07-15 13:13:28,t094,2014-07-15,2014,train,test,train
1785,2000,1333,images/t094/lWevIMdKAB.JPG,2016-07-01 18:07:55,t094,2016-07-01,2016,train,train,train
1786,2000,1333,images/t094/lZkWLMzJFy.JPG,2014-07-15 13:16:08,t094,2014-07-15,2014,train,valid,train
1787,2000,1333,images/t094/okKcOPHkfe.JPG,2018-06-24 17:12:53,t094,2018-06-24,2018,train,test,train
1788,2000,1333,images/t094/qmqWQQgxcj.JPG,2016-06-30 17:33:05,t094,2016-06-30,2016,train,valid,train
1789,2000,1333,images/t094/qpbIKUquyC.jpg,2014-07-15 13:21:15,t094,2014-07-15,2014,train,train,train
1790,2000,1333,images/t094/rrOTazGDyi.JPG,2020-06-21 17:30:35,t094,2020-06-21,2020,valid,test,test
1791,2000,1333,images/t094/suTTdjxCfb.JPG,2018-06-24 17:12:36,t094,2018-06-24,2018,train,test,train
1792,2000,1333,images/t094/tOBVJSyLLy.JPG,2020-06-21 17:30:00,t094,2020-06-21,2020,valid,train,test
1793,2000,1333,images/t094/xUdojFYPKf.JPG,2020-06-21 17:31:35,t094,2020-06-21,2020,valid,valid,test
1794,2000,1333,images/t094/yEKsXTebkg.JPG,2016-06-30 17:33:09,t094,2016-06-30,2016,train,test,train
1795,2000,1333,images/t094/zfDQvObbva.JPG,2020-06-21 17:30:34,t094,2020-06-21,2020,valid,test,test
1796,2000,1333,images/t094/zpiyaotSld.JPG,2016-06-30 17:34:56,t094,2016-06-30,2016,train,train,train
1797,2000,1333,images/t095/AORyjmZbzc.jpg,2019-06-17 19:51:33,t095,2019-06-17,2019,valid,valid,valid
1798,2000,1333,images/t095/BJTxQcTzrZ.JPG,2018-06-22 17:00:19,t095,2018-06-22,2018,train,test,train
1799,2000,1333,images/t095/CZEusEVIOy.jpg,2019-06-17 17:08:16,t095,2019-06-17,2019,valid,train,valid
1800,2000,1333,images/t095/CioVjpnPQj.jpg,2019-06-17 17:08:57,t095,2019-06-17,2019,valid,valid,valid
1801,2000,1333,images/t095/FeQsnfUoyb.JPG,2018-06-22 16:58:44,t095,2018-06-22,2018,train,test,train
1802,2000,1333,images/t095/FoSWyewwcV.JPG,2014-07-15 13:28:58,t095,2014-07-15,2014,train,valid,train
1803,2000,1333,images/t095/LWDElQKAPf.JPG,2016-07-06 17:35:37,t095,2016-07-06,2016,train,test,train
1804,2000,1333,images/t095/NbrlSMAkwG.jpg,2019-06-17 17:08:56,t095,2019-06-17,2019,valid,test,valid
1805,2000,1333,images/t095/PqhWFnXbEt.jpg,2019-06-17 17:08:13,t095,2019-06-17,2019,valid,test,valid
1806,2000,1333,images/t095/RDfinwXqap.jpg,2019-06-17 19:49:41,t095,2019-06-17,2019,valid,train,valid
1807,2000,1333,images/t095/REvhaWJEFh.JPG,2016-07-06 17:35:34,t095,2016-07-06,2016,train,train,train
1808,2000,1333,images/t095/SDULVGMKKH.jpg,2019-06-17 17:08:58,t095,2019-06-17,2019,valid,train,valid
1809,2000,1333,images/t095/TbPpAmxQlm.JPG,2016-07-06 17:35:36,t095,2016-07-06,2016,train,valid,train
